# form	track	verbal-weight	nominal-weight — tools/tracks.py
# for entries with no part of speech. An entry not listed here keeps
# both tracks, because the books do not say which one it is on.
танкер	n	0	35
танкетка	n	0	2
тантана	n	0	2
танту	n	0	3
тантыра	v	2	0
тантық	n	0	2
танылу	n	6	181
танылуы	n	0	17
танылғандар	n	3	5
танымпаз	n	0	3
танып	v	99	0
таныстары	n	0	94
таныстырыл	v	76	0
танысып	v	29	0
танытатын	n	0	25
таныттыр	v	7	0
таныту	n	52	465
танытыл	v	37	0
танытқан	n	3	121
танытқыз	v	2	0
таныған	n	8	252
танығыш	n	0	6
тапап	v	2	0
тапер	v	2	0
тапжылтпа	v	6	2
таппай	v	504	64
тапсын	v	15	0
тапсыратын	n	0	13
тапсырды	n	0	6
тапсырмай	v	8	0
тапсырмасы	n	0	194
тапсырт	v	9	0
тапсыру	n	45	394
тапсыруы	n	0	70
тапсырыл	v	836	0
тапсырыстар	v	12	8
тапсырған	n	9	191
таптай	v	63	0
таптар	n	44	347
таптастыр	v	3	0
таптау	n	6	64
таптауырын	n	0	2
тапты	n	0	6
таптырт	v	8	0
тапшыл	n	5	24
тапшылан	v	7	0
тапшылығы	n	0	17
тапшылығын	n	0	2
тапыр	n	0	4
тапырақта	v	9	4
тапқан	n	54	1192
тапқандар	n	11	118
тапқандығы	n	0	6
тапқыз	v	147	0
тапқырлығы	n	0	71
тарабы	n	0	10
тараж	n	6	211
таразылан	v	15	0
таразылау	n	4	54
тарай	v	646	2
таралып	v	33	0
тарама	v	118	0
тарамдал	v	93	0
тарамдан	v	56	0
тарамыстан	v	27	0
тарану	n	0	14
тараншы	n	0	20
тарата	v	328	12
тараттыр	v	4	0
таратылып	v	5	0
таратып	v	65	0
таратыс	v	2	0
таратқыз	v	2	0
тараулар	n	35	293
тараф	n	0	5
тараған	n	10	197
тарақта	v	7	0
тарақтал	v	2	0
тарбай	v	22	8
тарбақ	n	0	4
тарбаңда	v	7	0
тарбаңдат	v	4	0
тарби	v	114	24
таргын	v	2	0
тарихтан	v	11	0
тарихтарын	n	0	9
тарихтылық	n	0	2
тарихшыл	v	242	12
тарихы	n	0	765
тарихымыз	n	108	338
тарихын	n	0	613
тарихындағы	n	0	2
тариқа	v	7	0
тариқат	n	9	32
тарлау	n	0	12
тармас	v	76	0
тармағы	n	0	96
тармағын	n	0	63
тармақта	n	0	2
тармақтал	v	78	0
тармақталу	n	2	14
тармақтан	v	25	0
тармақтарын	n	0	32
тарна	v	8	0
тарп	v	286	25
тарпа	v	8	4
тарпаңда	v	6	0
тарпаңдық	n	0	2
тарпу	n	0	5
тарпылдат	v	6	0
тарпын	v	24	4
тарпыт	v	2	0
тарсылдат	v	221	0
тарсын	v	11	0
тартады	n	0	2
тартпақ	n	4	16
тартпақта	v	2	0
тартты	n	0	4
тарттыру	n	2	22
тарттырыл	v	8	0
тартылатын	n	0	14
тартылу	n	9	147
тартымдылығы	n	0	23
тартынбау	n	0	2
тартындыр	v	7	0
тартыну	n	3	26
тартыншақта	v	31	0
тартыншақтай	v	5	0
тартыншақтан	v	2	0
тартыншақтау	n	0	3
тартып	v	332	5
тартыстыр	v	6	0
тартысу	n	2	49
тартыңқыра	v	10	0
тартқызу	n	2	18
тартқылат	v	3	0
тартқылау	n	0	4
тарх	v	2	0
тарылар	n	2	4
тарылдат	v	2	0
тарылтыл	v	2	0
тарылу	n	4	42
тарылыңқыра	v	4	0
тарым	v	9	3
тарығ	v	329	5
тарығу	n	0	13
тарқан	n	0	14
тарқас	v	107	19
тарқатыс	v	18	0
тарқау	n	0	28
тасалат	v	5	0
тасбиқ	v	2	0
тасниф	v	2	0
таспалан	v	7	0
тастады	n	0	6
тасталу	n	3	58
тасталған	n	3	45
тастам	v	131	6
тастан	v	92	15
тастанбекқызы	n	0	3
тастап	v	597	15
тастас	v	47	25
тастат	v	121	3
тастаттыр	v	4	0
тастатқыз	v	12	0
тастау	n	157	1091
тастыр	v	11	0
тасыл	v	172	0
тасылу	n	0	4
тасымалда	v	101	0
тасымалдан	v	56	0
тасымалдану	n	0	8
тасымалдат	v	3	0
тасына	v	8	0
тасыну	n	0	2
тасырай	v	41	0
тасырайт	v	3	0
тасыраңда	v	13	0
тасыраңдат	v	2	0
тасырлат	v	111	0
тасырқа	v	9	0
тасыс	v	15	0
тасыттыр	v	7	0
тасыту	n	0	5
тасытқыз	v	5	0
тасқабақ	n	0	2
тасқаяқ	n	0	2
тасқындат	v	33	0
тасқындау	n	0	2
тасқынын	n	0	25
татала	v	3	0
татан	n	0	6
таттандыр	v	2	0
таттану	n	0	2
таттыр	v	52	0
татуластыру	n	0	43
татуласу	n	10	53
татыра	v	4	0
татырлығ	n	0	4
татыс	v	50	0
татыт	v	10	0
татқыз	v	69	2
тауарлар	n	77	189
тауарлары	n	0	50
тауаф	n	0	2
таула	v	2	0
таухид	n	6	13
тауып	v	454	8
тауыса	v	66	3
тауысу	n	0	65
тауқұдірет	n	0	22
тахсил	n	0	2
тахсин	n	0	2
тахт	n	4	16
тачанка	n	0	8
тачка	n	0	3
ташақ	n	0	2
таю	n	3	38
таяздан	v	5	0
таял	v	71	0
таяндыр	v	2	0
таянт	v	9	0
таяныс	v	3	0
таянған	n	5	266
таят	v	9	0
таяқтал	v	2	0
таяқтас	v	3	2
таяқтат	v	3	0
таяқтау	n	0	4
таяң	n	0	6
тағ	n	1647	3269
тағайындаулар	n	0	4
тағалау	n	0	4
тағалық	v	2	0
тағатсыздан	v	40	0
тағатсыздық	n	2	16
тағашы	n	0	6
тағбир	n	2	6
тағдырластық	n	0	3
тағдыры	n	0	479
тағин	n	0	2
тағриф	n	0	4
тағу	n	19	159
тағылуы	n	0	2
тағылым	n	70	192
тағым	v	57	21
тағына	v	8	0
тақап	v	7	0
тақат	n	6	53
тақақта	v	5	0
тақиялы	n	0	5
тақпақ	n	23	91
тақпақта	n	9	18
тақпақтап	v	2	0
тақпақтат	v	8	0
тақпақшыл	v	3	0
тақсы	n	0	6
тақтайлан	v	3	0
тақтайлат	v	2	0
тақтала	n	0	8
тақталан	v	14	0
тақтыр	v	70	0
тақуалығы	n	0	12
тақуалық	n	20	74
тақша	n	0	2
тақылда	v	80	27
тақылет	v	23	0
тақылетті	n	0	2
тақымдас	v	21	0
тақырай	v	13	0
тақырла	v	27	0
тақырлан	v	42	0
тақырлат	v	17	0
тақырыбы	n	0	186
тақырыбын	n	0	125
тақырыпта	v	2	0
тақырыптары	n	0	66
тақырыпты	n	0	4
тақыстық	n	0	6
таққыз	v	20	0
таңбалан	v	181	0
таңбалат	v	2	0
таңбалау	n	2	41
таңбасын	n	0	15
таңбашы	n	0	2
таңдайла	v	2	0
таңдану	n	8	218
таңданыс	n	66	130
таңдап	v	39	0
таңдас	v	12	0
таңдат	v	66	5
таңдаушы	n	0	21
таңдауы	n	0	48
таңдыр	v	24	0
таңла	v	6	2
таңлай	n	0	3
таңсықта	v	10	0
таңу	n	7	84
таңырай	v	18	0
таңырайт	v	7	0
таңырқан	v	42	0
таңырқас	v	107	0
таңырқау	n	8	136
таңыс	v	2	0
таңғыз	v	7	0
таңқ	n	0	115
таңқа	n	0	9
таңқи	v	38	13
таңқит	v	16	0
таңқы	n	0	4
таңқылда	v	8	4
таңқылдат	v	6	0
театртанушы	n	0	5
театры	n	0	190
тебіл	v	20	0
тебіндет	v	4	0
тебініс	v	4	0
тебірендір	v	25	0
тебірене	v	75	2
тебірентер	n	0	105
тебіренту	n	0	5
тебірену	n	2	22
тебіс	v	213	18
тебістір	v	4	0
тебісу	n	0	2
тебіт	v	16	0
тег	n	644	1538
тегенесі	n	0	3
тегеуірін	v	59	30
тегжей	n	12	64
тегре	n	0	2
тегіл	v	6	2
тегістелу	n	0	5
тегістет	v	10	0
тегің	v	80	40
тежелін	v	3	0
тежес	v	3	0
тежеу	n	15	166
тежеуші	n	0	2
тезде	n	19	103
тездету	n	16	41
текпіле	v	6	0
тексерген	n	2	149
тексере	v	153	9
тексеруд	n	0	100
тексеріліп	v	3	0
тексерістер	n	0	7
текстология	n	7	79
тексізден	v	8	0
текте	v	14	6
тектел	v	3	0
тектен	v	2	0
тектері	n	0	33
тектестір	v	2	0
тектоника	n	4	38
текшелен	v	47	0
текіректе	v	11	3
текіректет	v	17	0
текіт	v	3	0
телбе	v	2	0
телевизор	n	38	108
телефондас	v	4	0
телефонист	v	3	2
телефоны	n	0	27
телефонын	n	0	4
телеэкран	n	0	9
телмең	n	0	2
телмеңде	v	2	0
телмеңдес	v	2	0
телмеңдет	v	2	0
телміру	n	0	41
телміріс	v	14	0
телімде	v	2	0
телін	v	249	9
теліну	n	0	26
теліту	n	0	2
тема	n	2	29
тембр	n	0	15
темирхан	v	2	0
теміркен	n	0	2
тен	n	11	281
тент	n	3	5
тентірет	v	169	7
тентіреу	n	0	16
теоретигі	n	0	2
теориясы	n	4	241
теориясын	n	0	86
тепектет	v	4	0
тепеңдет	v	28	0
тепеңдеу	n	0	8
тепкіз	v	12	0
тепкілес	v	15	0
тепкілет	v	8	0
тепкілеу	n	3	16
тепловоз	n	3	20
теплоход	n	0	6
тепсін	v	281	0
тепсіндір	v	4	0
тептір	v	20	0
терапевт	n	3	5
терапевтика	n	0	3
тербелдір	v	6	0
тербелістер	n	9	14
тербен	v	16	0
тербент	v	4	0
тербес	n	0	2
тербеттір	v	2	0
тербету	n	2	47
тербеу	n	2	26
тергел	v	70	6
тергелу	n	0	7
терген	n	16	158
тергес	v	6	0
тергет	v	3	0
тергіз	v	68	0
тереңдей	v	37	0
тереңдену	n	0	2
тереңдеп	v	3	0
тереңдету	n	7	52
тереңі	n	0	34
терлеп	v	13	0
терлеу	n	0	13
термеле	v	11	7
термелет	v	11	0
терминалы	n	0	2
терминдену	n	0	2
терминдер	n	112	352
термо	v	7	2
термос	n	4	22
терракота	n	0	9
теру	n	9	174
тершіт	v	3	0
теріл	v	175	34
терілген	n	0	2
терілу	n	0	4
терін	n	29	196
терісу	n	0	2
терісі	n	0	240
терің	v	114	36
тескіз	v	5	0
тескіле	v	6	0
теспе	v	19	0
тестір	v	15	0
тесілу	n	0	9
тесірей	v	107	7
тесірейт	v	4	0
тет	n	3	13
тетіктері	n	0	36
техникаландыр	v	2	0
техникасын	n	0	22
теңбілден	v	25	0
теңгеру	n	2	19
теңгеріл	v	69	0
теңгерілу	n	0	3
теңдел	v	28	2
теңденция	n	0	3
теңдестіру	n	4	38
теңдестіріл	v	43	0
теңдестірілу	n	0	7
теңдесу	n	0	17
теңдет	v	5	0
теңдігі	n	0	50
теңелт	v	9	0
теңелу	n	0	29
теңестіру	n	13	129
теңестірілу	n	0	24
теңесу	n	4	42
теңеулер	n	54	178
теңкей	v	10	2
теңки	v	196	6
теңкит	v	5	0
теңсе	n	8	19
теңселдір	v	17	0
теңселу	n	0	22
теңсін	v	2	0
теңізбай	n	0	8
тигізу	n	25	314
тигізіп	v	25	0
тигізіс	v	2	0
тидір	v	7	0
тиед	n	0	1028
тиес	n	7	55
тиесу	n	0	2
тиет	v	27	3
тиеу	n	3	50
тимес	n	0	179
тимпан	n	3	7
типография	n	0	23
типтендір	v	21	0
типтендіріл	v	5	0
типтену	n	0	2
типылдан	v	3	0
тирания	n	5	96
тиым	n	13	42
тиышсыздан	v	8	0
тиыштал	v	3	0
тиянақта	v	37	0
тиянақтал	v	55	0
тиянақталу	n	0	3
тиянақтат	v	2	0
тиіп	v	236	4
тиірмен	n	6	12
тиістір	v	28	0
тиістіру	n	0	6
тиістіріл	v	10	0
тиісу	n	9	82
тиғ	n	0	2
тоба	n	18	146
тобала	v	2	0
тобан	n	2	11
тобарсы	v	30	0
тобарсыт	v	2	0
тобы	n	0	924
тобын	n	0	229
тобындағы	n	0	5
тозаңда	v	3	0
тозаңдан	v	19	0
тозаңыт	v	18	0
тозда	v	2	0
тозды	n	0	2
тоздыру	n	2	45
тозығы	n	0	2
тозыңқыра	v	8	0
тозғында	v	13	0
тозғындат	v	9	0
тозғындау	n	0	9
тойдыру	n	3	18
тойдың	n	0	10
тойлану	n	0	3
тойлап	v	10	0
тойлас	v	8	0
тойласу	n	0	2
тойлату	n	0	2
тойлаушы	n	0	5
тоймас	n	2	25
тойпыл	n	0	2
тойтарыл	v	43	0
тойы	n	0	150
тойындыр	v	81	2
тойындыру	n	0	6
тойынт	v	5	0
тойыну	n	2	10
тойғыз	v	317	6
тойғызу	n	2	9
токсиндер	n	0	2
толастат	v	8	0
толасын	n	0	3
толтыра	v	225	7
толтырды	n	0	4
толтырт	v	14	0
толтырылу	n	0	13
толтырыс	v	2	0
толу	n	2	87
толымда	v	2	0
толымдал	v	2	0
толып	v	185	0
толыстыр	v	14	0
толысу	n	3	32
толықсыт	v	29	0
толықта	v	86	0
толықтан	v	18	0
толықтандыр	v	4	0
толықтырулар	n	13	25
толықтырыл	v	351	0
толықтырылу	n	0	29
толықтырып	v	4	0
толықтығы	n	0	29
толықтығын	n	0	11
толыңқыра	v	3	0
толғай	v	246	0
толғандыру	n	0	11
толғандық	n	0	10
толғанту	n	0	2
толғану	n	10	181
толғас	v	13	3
толғату	n	0	13
толғаулары	n	0	47
толғағ	n	0	221
толғыз	v	7	0
толқындал	v	7	0
толқындау	n	0	2
толқындыр	v	9	0
толқынт	v	8	0
толқыну	n	0	2
толқыс	v	17	0
толқыту	n	0	14
томарлан	v	2	0
томда	v	5	0
томизм	n	2	4
томп	n	0	2
томпайт	v	83	0
томпалаңда	v	3	0
томпақта	v	31	0
томпаңдат	v	6	0
томпит	v	16	0
томпылдат	v	25	0
томсарт	v	8	0
томсарыл	v	6	0
томсарыс	v	6	0
томсырай	v	150	0
томсырайт	v	3	0
томсырайыс	v	5	0
томсырая	v	2	0
томырай	v	2	0
томырт	n	0	2
томырықтан	v	2	0
тоналт	v	2	0
тоналу	n	0	13
тонас	v	2	0
тонат	v	64	7
тонату	n	0	2
тонау	n	24	253
тонаушылық	n	10	32
тондар	n	14	35
тоника	n	0	40
тоннала	v	15	0
тоннель	n	3	5
топа	n	0	49
топанда	n	0	6
топандат	v	7	0
топаста	v	31	0
топастан	v	27	0
топастандыр	v	16	0
топонимдер	n	13	47
топталу	n	0	9
топталыс	v	3	0
топтану	n	0	11
топтаныс	v	6	0
топтар	n	112	896
топтары	n	0	215
топтарын	n	0	28
топтастыра	v	40	0
топтастырыл	v	211	0
топтастырылу	n	0	6
топтасу	n	5	77
топтат	v	11	0
топтағы	n	0	34
топшыл	v	91	29
топшылан	v	77	0
топшылану	n	0	2
топшылау	n	15	234
топыл	v	18	5
топылдат	v	16	0
топылт	v	2	0
топырақтан	v	6	0
топырлас	v	78	0
топырлат	v	122	0
топыт	v	3	0
торба	n	0	2
тореадор	v	3	0
торлан	v	71	3
торлану	n	0	2
торлат	v	7	0
торсаңда	v	3	0
торси	v	68	2
торсит	v	5	0
торсылдат	v	11	0
тортаңда	v	3	0
торуылдау	n	0	4
торыс	n	3	51
торыт	v	8	2
торығ	v	380	0
торыға	v	33	7
торықтыр	v	44	0
торғауыттар	n	10	32
торғындан	v	2	0
торқала	v	2	0
тосапта	v	2	0
тосаңсы	v	3	0
тосаңсыт	v	2	0
тост	n	29	640
тостыр	v	44	0
тосылдыр	v	4	0
тосылт	v	5	0
тосырай	v	10	2
тосырқат	v	2	0
тосырқау	n	0	8
тосырқаушы	n	0	3
тосқауылда	v	4	0
тосқыз	v	9	0
тотализатор	n	0	5
тоти	v	8	0
тотит	v	8	0
тоттан	v	18	0
тотықсыздан	v	2	0
тотықсыздандыр	v	2	0
тотықтан	v	2	0
тояттан	v	16	0
тояттандыр	v	7	0
тояттандыру	n	0	2
тояттат	v	15	0
тояттату	n	0	3
тояттау	n	0	11
тоғ	n	17	81
тоғайт	v	29	0
тоғайту	n	0	3
тоғанақта	v	3	0
тоғар	v	3	0
тоғас	n	2	17
тоғызақ	n	0	2
тоғызбай	n	0	13
тоғыл	v	9	0
тоғылт	v	3	0
тоғыспа	v	6	0
тоғыстыр	v	145	0
тоғыстыру	n	0	19
тоғыстырыл	v	9	0
тоғысу	n	0	84
тоғысуы	n	0	28
тоғысып	v	6	0
тоғыттыр	v	2	0
тоғыту	n	0	17
тоғытыл	v	86	0
тоғытылу	n	0	2
тоқай	n	0	26
тоқайластыр	v	35	0
тоқайластыру	n	2	13
тоқайра	v	2	0
тоқан	n	8	24
тоқмейілсі	v	19	0
тоқмейілсін	v	2	0
тоқмейілсіт	v	2	0
тоқпақта	v	33	0
тоқсанбай	n	3	34
тоқсандар	n	0	5
тоқсаны	n	0	21
тоқтай	v	589	5
тоқталу	n	68	136
тоқтар	n	11	86
тоқтас	v	106	10
тоқтасу	n	0	4
тоқтаттыр	v	24	0
тоқтатыл	v	284	0
тоқтатылу	n	2	45
тоқтатыс	n	0	2
тоқтатқыз	v	3	0
тоқтыбай	n	0	5
тоқтығы	n	0	8
тоқу	n	32	162
тоқып	v	8	0
тоқырай	v	38	0
тоқырас	v	7	0
тоқырат	v	40	0
тоқыс	v	2	0
тоқыт	v	42	0
тоқыш	n	3	6
тоңа	v	62	2
тоңазу	n	0	2
тоңазытыл	v	14	0
тоңда	v	2	0
тоңдан	v	5	0
тоңу	n	2	12
тоңырайыс	v	2	0
тоңыраңда	v	2	0
тоңқ	v	5	0
тоңқай	v	69	10
тоңқайт	v	11	0
тоңқар	v	6	0
тоңқи	v	12	0
тоңқылда	v	2	0
тоңқылдат	v	4	0
традиция	n	0	9
трайболизм	n	0	2
тракт	v	50	15
трактир	n	5	98
трал	n	0	3
транс	n	4	18
трансляциялан	v	2	0
транспарант	n	0	7
транспортер	n	2	9
трансферт	n	2	11
трансферттер	v	2	0
трансформациялан	v	32	0
трап	n	6	34
трасса	n	4	40
траттория	n	0	2
трафарет	n	5	22
трафик	v	2	0
трашпеңке	n	0	6
трек	n	0	2
трель	v	2	0
тренер	n	0	7
тренинг	n	0	3
триада	n	0	10
триас	n	0	10
трибун	n	18	53
трибунал	n	7	54
триер	n	0	2
триоль	n	2	3
троглодит	n	0	5
троица	n	0	15
троп	n	21	55
троптар	n	4	12
трос	n	7	15
троян	n	0	20
трубадур	n	0	14
трубашы	n	0	2
трувер	n	0	6
трюк	n	0	8
трюм	n	6	27
трюмо	n	0	5
ттер	n	0	26
туарыл	v	2	0
тувалық	n	0	11
тудырт	v	5	0
тудыру	n	19	264
тудырыл	v	4	0
тук	v	7	2
тулас	v	6	2
тулаттыр	v	3	0
тулау	n	0	22
тумай	v	338	0
тумас	n	2	232
тумағандық	n	0	4
тумбочка	n	0	33
тундра	n	0	39
турал	n	165	2205
туралан	v	8	0
туралас	v	2	0
туралат	v	10	0
турап	v	2	0
турас	n	4	39
турасу	n	0	2
турат	v	17	0
